,beta,fracao_suscetiveis,fracao_infectados,fracao_recuperados,maior_componente,vertices_removidos,rede
0,0.5,0.9966087486663617,0.003391251333638165,0.003391251333638165,0.002,0.676,BA
0,0.5,0.9965781326380968,0.0034218673619032104,0.0034218673619032104,0.002,0.677,BA
0,0.5,0.9966050692488715,0.003394930751128429,0.003394930751128429,0.002,0.678,BA
0,0.5,0.9966324084587688,0.0033675915412311602,0.0033675915412311602,0.002,0.679,BA
0,0.5,0.996630859375,0.003369140625,0.003369140625,0.002,0.68,BA
0,0.5,0.9965802222855515,0.003419777714448561,0.003419777714448561,0.002,0.681,BA
0,0.5,0.996598235829279,0.0034017641707210946,0.0034017641707210946,0.002,0.682,BA
0,0.5,0.9965866910806158,0.003413308919384211,0.003413308919384211,0.002,0.683,BA
0,0.5,0.9965750680980612,0.003424931901938792,0.003424931901938792,0.002,0.684,BA
0,0.5,0.9965230536659109,0.0034769463340891915,0.0034769463340891915,0.002,0.685,BA
0,0.5,0.9965414418434825,0.003458558156517506,0.003458558156517506,0.002,0.686,BA
0,0.5,0.9965193071277648,0.003480692872235095,0.003480692872235095,0.002,0.687,BA
0,0.5,0.9964764135437213,0.0035235864562787643,0.0035235864562787643,0.002,0.688,BA
0,0.5,0.9965571075567871,0.003442892443212953,0.003442892443212953,0.002,0.689,BA
0,0.5,0.9965660770031217,0.0034339229968782517,0.0034339229968782517,0.002,0.69,BA
0,0.5,0.9965647615756015,0.0034352384243985716,0.0034352384243985716,0.002,0.691,BA
0,0.5,0.9964791701804689,0.0035208298195311184,0.0035208298195311184,0.002,0.692,BA
0,0.5,0.9965622977432121,0.0034377022567878704,0.0034377022567878704,0.002,0.693,BA
0,0.5,0.9965931906531676,0.003406809346832415,0.003406809346832415,0.002,0.694,BA
0,0.5,0.9964955657081429,0.003504434291857028,0.003504434291857028,0.002,0.695,BA
0,0.5,0.9964941135734072,0.003505886426592798,0.003505886426592798,0.002,0.696,BA
0,0.5,0.9964818264004619,0.003518173599538171,0.003518173599538171,0.002,0.697,BA
0,0.5,0.996458488662778,0.0035415113372220517,0.0035415113372220517,0.002,0.698,BA
0,0.5,0.9964680301541926,0.0035319698458074417,0.0035319698458074417,0.002,0.699,BA
0,0.5,0.9964999999999999,0.0035,0.0035,0.002,0.7,BA
0,0.5,0.9965101061509379,0.003489893849062091,0.003489893849062091,0.002,0.701,BA
0,0.5,0.9964866447457322,0.003513355254267826,0.003513355254267826,0.002,0.702,BA
0,0.5,0.9965082928045892,0.003491707195410899,0.003491707195410899,0.002,0.703,BA
0,0.5,0.9964390065741416,0.00356099342585829,0.00356099342585829,0.002,0.704,BA
0,0.5,0.9964722780810112,0.0035277219189887962,0.0035277219189887962,0.002,0.705,BA
0,0.5,0.9964366699060577,0.003563330093942339,0.003563330093942339,0.002,0.706,BA
0,0.5,0.9964938438420948,0.003506156157905159,0.003506156157905159,0.002,0.707,BA
0,0.5,0.9964580596734847,0.0035419403265152935,0.0035419403265152935,0.002,0.708,BA
0,0.5,0.9964691016875095,0.003530898312490405,0.003530898312490405,0.002,0.709,BA
0,0.5,0.9964684898929845,0.0035315101070154576,0.0035315101070154576,0.002,0.71,BA
0,0.5,0.9964320350570515,0.00356796494294848,0.00356796494294848,0.002,0.711,BA
0,0.5,0.9964192708333334,0.0035807291666666665,0.0035807291666666665,0.002,0.712,BA
0,0.5,0.9964306960142773,0.003569303985722784,0.003569303985722784,0.002,0.713,BA
0,0.5,0.99643014328329,0.003569856716709864,0.003569856716709864,0.002,0.714,BA
0,0.5,0.9964419821483532,0.003558017851646661,0.003558017851646661,0.002,0.715,BA
0,0.5,0.9964416782384449,0.0035583217615552474,0.0035583217615552474,0.002,0.716,BA
0,0.5,0.9964289727677959,0.003571027232204173,0.003571027232204173,0.002,0.717,BA
0,0.5,0.9964539007092199,0.0035460992907801418,0.0035460992907801418,0.002,0.718,BA
0,0.5,0.9964032876989906,0.0035967123010093595,0.0035967123010093595,0.002,0.719,BA
0,0.5,0.9964158163265306,0.003584183673469388,0.003584183673469388,0.002,0.72,BA
0,0.5,0.9963643838080188,0.0036356161919810894,0.0036356161919810894,0.002,0.721,BA
0,0.5,0.996389938408985,0.003610061591014958,0.003610061591014958,0.002,0.722,BA
0,0.5,0.9963768588147898,0.0036231411852102858,0.0036231411852102858,0.002,0.723,BA
0,0.5,0.9963768115942029,0.0036231884057971015,0.0036231884057971015,0.001,0.724,BA
0,0.5,0.9963636363636363,0.0036363636363636364,0.0036363636363636364,0.001,0.725,BA
0,0.5,0.9963503649635036,0.0036496350364963502,0.0036496350364963502,0.001,0.726,BA
0,0.5,0.9963369963369964,0.003663003663003663,0.003663003663003663,0.001,0.727,BA
0,0.5,0.9963235294117647,0.003676470588235294,0.003676470588235294,0.001,0.728,BA
0,0.5,0.996309963099631,0.0036900369003690036,0.0036900369003690036,0.001,0.729,BA
0,0.5,0.9962962962962963,0.003703703703703704,0.003703703703703704,0.001,0.73,BA
0,0.5,0.9962825278810409,0.0037174721189591076,0.0037174721189591076,0.001,0.731,BA
0,0.5,0.996268656716418,0.0037313432835820895,0.0037313432835820895,0.001,0.732,BA
0,0.5,0.9962546816479401,0.003745318352059925,0.003745318352059925,0.001,0.733,BA
0,0.5,0.9962406015037594,0.0037593984962406013,0.0037593984962406013,0.001,0.734,BA
0,0.5,0.9962264150943396,0.0037735849056603774,0.0037735849056603774,0.001,0.735,BA
0,0.5,0.9962121212121212,0.003787878787878788,0.003787878787878788,0.001,0.736,BA
0,0.5,0.9961977186311787,0.0038022813688212928,0.0038022813688212928,0.001,0.737,BA
0,0.5,0.9961832061068703,0.003816793893129771,0.003816793893129771,0.001,0.738,BA
0,0.5,0.9961685823754789,0.0038314176245210726,0.0038314176245210726,0.001,0.739,BA
0,0.5,0.9961538461538462,0.0038461538461538464,0.0038461538461538464,0.001,0.74,BA
0,0.5,0.9961389961389961,0.003861003861003861,0.003861003861003861,0.001,0.741,BA
0,0.5,0.9961240310077519,0.003875968992248062,0.003875968992248062,0.001,0.742,BA
0,0.5,0.9961089494163424,0.0038910505836575876,0.0038910505836575876,0.001,0.743,BA
0,0.5,0.99609375,0.00390625,0.00390625,0.001,0.744,BA
0,0.5,0.996078431372549,0.00392156862745098,0.00392156862745098,0.001,0.745,BA
0,0.5,0.9960629921259843,0.003937007874015748,0.003937007874015748,0.001,0.746,BA
0,0.5,0.9960474308300395,0.003952569169960474,0.003952569169960474,0.001,0.747,BA
0,0.5,0.996031746031746,0.003968253968253968,0.003968253968253968,0.001,0.748,BA
0,0.5,0.9960159362549801,0.00398406374501992,0.00398406374501992,0.001,0.749,BA
0,0.5,0.996,0.004,0.004,0.001,0.75,BA
0,0.5,0.9959839357429718,0.004016064257028112,0.004016064257028112,0.001,0.751,BA
0,0.5,0.9959677419354839,0.004032258064516129,0.004032258064516129,0.001,0.752,BA
0,0.5,0.9959514170040485,0.004048582995951417,0.004048582995951417,0.001,0.753,BA
0,0.5,0.9959349593495935,0.0040650406504065045,0.0040650406504065045,0.001,0.754,BA
0,0.5,0.9959183673469387,0.004081632653061225,0.004081632653061225,0.001,0.755,BA
0,0.5,0.9959016393442623,0.004098360655737705,0.004098360655737705,0.001,0.756,BA
0,0.5,0.9958847736625515,0.00411522633744856,0.00411522633744856,0.001,0.757,BA
0,0.5,0.9958677685950413,0.004132231404958678,0.004132231404958678,0.001,0.758,BA
0,0.5,0.995850622406639,0.004149377593360996,0.004149377593360996,0.001,0.759,BA
0,0.5,0.9958333333333333,0.004166666666666667,0.004166666666666667,0.001,0.76,BA
0,0.5,0.99581589958159,0.0041841004184100415,0.0041841004184100415,0.001,0.761,BA
0,0.5,0.9957983193277311,0.004201680672268907,0.004201680672268907,0.001,0.762,BA
0,0.5,0.9957805907172996,0.004219409282700422,0.004219409282700422,0.001,0.763,BA
0,0.5,0.9957627118644068,0.00423728813559322,0.00423728813559322,0.001,0.764,BA
0,0.5,0.9957446808510638,0.00425531914893617,0.00425531914893617,0.001,0.765,BA
0,0.5,0.9957264957264957,0.004273504273504274,0.004273504273504274,0.001,0.766,BA
0,0.5,0.9957081545064378,0.004291845493562232,0.004291845493562232,0.001,0.767,BA
0,0.5,0.9956896551724138,0.004310344827586207,0.004310344827586207,0.001,0.768,BA
0,0.5,0.9956709956709957,0.004329004329004329,0.004329004329004329,0.001,0.769,BA
0,0.5,0.9956521739130435,0.004347826086956522,0.004347826086956522,0.001,0.77,BA
0,0.5,0.9956331877729258,0.004366812227074236,0.004366812227074236,0.001,0.771,BA
0,0.5,0.9956140350877193,0.0043859649122807015,0.0043859649122807015,0.001,0.772,BA
0,0.5,0.9955947136563876,0.004405286343612335,0.004405286343612335,0.001,0.773,BA
0,0.5,0.995575221238938,0.004424778761061947,0.004424778761061947,0.001,0.774,BA
0,0.5,0.9955555555555555,0.0044444444444444444,0.0044444444444444444,0.001,0.775,BA
0,0.5,0.9955357142857143,0.004464285714285714,0.004464285714285714,0.001,0.776,BA
0,0.5,0.9955156950672646,0.004484304932735426,0.004484304932735426,0.001,0.777,BA
0,0.5,0.9954954954954955,0.0045045045045045045,0.0045045045045045045,0.001,0.778,BA
0,0.5,0.995475113122172,0.004524886877828055,0.004524886877828055,0.001,0.779,BA
0,0.5,0.9954545454545455,0.004545454545454545,0.004545454545454545,0.001,0.78,BA
0,0.5,0.9954337899543378,0.0045662100456621,0.0045662100456621,0.001,0.781,BA
0,0.5,0.9954128440366973,0.0045871559633027525,0.0045871559633027525,0.001,0.782,BA
0,0.5,0.9953917050691244,0.004608294930875576,0.004608294930875576,0.001,0.783,BA
0,0.5,0.9953703703703703,0.004629629629629629,0.004629629629629629,0.001,0.784,BA
0,0.5,0.9953488372093023,0.004651162790697674,0.004651162790697674,0.001,0.785,BA
0,0.5,0.9953271028037384,0.004672897196261682,0.004672897196261682,0.001,0.786,BA
0,0.5,0.9953051643192489,0.004694835680751174,0.004694835680751174,0.001,0.787,BA
0,0.5,0.9952830188679245,0.0047169811320754715,0.0047169811320754715,0.001,0.788,BA
0,0.5,0.995260663507109,0.004739336492890996,0.004739336492890996,0.001,0.789,BA
0,0.5,0.9952380952380953,0.004761904761904762,0.004761904761904762,0.001,0.79,BA
0,0.5,0.9952153110047847,0.004784688995215311,0.004784688995215311,0.001,0.791,BA
0,0.5,0.9951923076923077,0.004807692307692308,0.004807692307692308,0.001,0.792,BA
0,0.5,0.9951690821256038,0.004830917874396135,0.004830917874396135,0.001,0.793,BA
0,0.5,0.9951456310679612,0.0048543689320388345,0.0048543689320388345,0.001,0.794,BA
0,0.5,0.9951219512195122,0.004878048780487805,0.004878048780487805,0.001,0.795,BA
0,0.5,0.9950980392156863,0.004901960784313725,0.004901960784313725,0.001,0.796,BA
0,0.5,0.9950738916256158,0.0049261083743842365,0.0049261083743842365,0.001,0.797,BA
0,0.5,0.995049504950495,0.0049504950495049506,0.0049504950495049506,0.001,0.798,BA
0,0.5,0.9950248756218906,0.004975124378109453,0.004975124378109453,0.001,0.799,BA
0,0.5,0.995,0.005,0.005,0.001,0.8,BA
0,0.5,0.9949748743718593,0.005025125628140704,0.005025125628140704,0.001,0.801,BA
0,0.5,0.9949494949494949,0.005050505050505051,0.005050505050505051,0.001,0.802,BA
0,0.5,0.9949238578680203,0.005076142131979695,0.005076142131979695,0.001,0.803,BA
0,0.5,0.9948979591836735,0.00510204081632653,0.00510204081632653,0.001,0.804,BA
0,0.5,0.9948717948717949,0.005128205128205128,0.005128205128205128,0.001,0.805,BA
0,0.5,0.9948453608247423,0.005154639175257732,0.005154639175257732,0.001,0.806,BA
0,0.5,0.9948186528497409,0.0051813471502590676,0.0051813471502590676,0.001,0.807,BA
0,0.5,0.9947916666666666,0.005208333333333333,0.005208333333333333,0.001,0.808,BA
0,0.5,0.9947643979057592,0.005235602094240838,0.005235602094240838,0.001,0.809,BA
0,0.5,0.9947368421052631,0.005263157894736842,0.005263157894736842,0.001,0.81,BA
0,0.5,0.9947089947089947,0.005291005291005291,0.005291005291005291,0.001,0.811,BA
0,0.5,0.9946808510638298,0.005319148936170213,0.005319148936170213,0.001,0.812,BA
0,0.5,0.9946524064171123,0.0053475935828877,0.0053475935828877,0.001,0.813,BA
0,0.5,0.9946236559139785,0.005376344086021506,0.005376344086021506,0.001,0.814,BA
0,0.5,0.9945945945945946,0.005405405405405406,0.005405405405405406,0.001,0.815,BA
0,0.5,0.9945652173913043,0.005434782608695652,0.005434782608695652,0.001,0.816,BA
0,0.5,0.994535519125683,0.00546448087431694,0.00546448087431694,0.001,0.817,BA
0,0.5,0.9945054945054945,0.005494505494505495,0.005494505494505495,0.001,0.818,BA
0,0.5,0.994475138121547,0.0055248618784530384,0.0055248618784530384,0.001,0.819,BA
0,0.5,0.9944444444444445,0.005555555555555556,0.005555555555555556,0.001,0.82,BA
0,0.5,0.994413407821229,0.00558659217877095,0.00558659217877095,0.001,0.821,BA
0,0.5,0.9943820224719101,0.0056179775280898875,0.0056179775280898875,0.001,0.822,BA
0,0.5,0.9943502824858758,0.005649717514124294,0.005649717514124294,0.001,0.823,BA
0,0.5,0.9943181818181818,0.005681818181818182,0.005681818181818182,0.001,0.824,BA
0,0.5,0.9942857142857143,0.005714285714285714,0.005714285714285714,0.001,0.825,BA
0,0.5,0.9942528735632183,0.005747126436781609,0.005747126436781609,0.001,0.826,BA
0,0.5,0.9942196531791907,0.005780346820809248,0.005780346820809248,0.001,0.827,BA
0,0.5,0.9941860465116279,0.005813953488372093,0.005813953488372093,0.001,0.828,BA
0,0.5,0.9941520467836257,0.005847953216374269,0.005847953216374269,0.001,0.829,BA
0,0.5,0.9941176470588236,0.0058823529411764705,0.0058823529411764705,0.001,0.83,BA
0,0.5,0.9940828402366864,0.005917159763313609,0.005917159763313609,0.001,0.831,BA
0,0.5,0.9940476190476191,0.005952380952380952,0.005952380952380952,0.001,0.832,BA
0,0.5,0.9940119760479041,0.005988023952095809,0.005988023952095809,0.001,0.833,BA
0,0.5,0.9939759036144579,0.006024096385542169,0.006024096385542169,0.001,0.834,BA
0,0.5,0.9939393939393939,0.006060606060606061,0.006060606060606061,0.001,0.835,BA
0,0.5,0.9939024390243902,0.006097560975609756,0.006097560975609756,0.001,0.836,BA
0,0.5,0.9938650306748467,0.006134969325153374,0.006134969325153374,0.001,0.837,BA
0,0.5,0.9938271604938271,0.006172839506172839,0.006172839506172839,0.001,0.838,BA
0,0.5,0.9937888198757764,0.006211180124223602,0.006211180124223602,0.001,0.839,BA
0,0.5,0.99375,0.00625,0.00625,0.001,0.84,BA
0,0.5,0.9937106918238994,0.006289308176100629,0.006289308176100629,0.001,0.841,BA
0,0.5,0.9936708860759493,0.006329113924050633,0.006329113924050633,0.001,0.842,BA
0,0.5,0.9936305732484076,0.006369426751592357,0.006369426751592357,0.001,0.843,BA
0,0.5,0.9935897435897436,0.00641025641025641,0.00641025641025641,0.001,0.844,BA
0,0.5,0.9935483870967742,0.0064516129032258064,0.0064516129032258064,0.001,0.845,BA
0,0.5,0.9935064935064936,0.006493506493506494,0.006493506493506494,0.001,0.846,BA
0,0.5,0.9934640522875817,0.006535947712418301,0.006535947712418301,0.001,0.847,BA
0,0.5,0.993421052631579,0.006578947368421052,0.006578947368421052,0.001,0.848,BA
0,0.5,0.9933774834437086,0.006622516556291391,0.006622516556291391,0.001,0.849,BA
0,0.5,0.9933333333333333,0.006666666666666667,0.006666666666666667,0.001,0.85,BA
0,0.5,0.9932885906040269,0.006711409395973154,0.006711409395973154,0.001,0.851,BA
0,0.5,0.9932432432432432,0.006756756756756757,0.006756756756756757,0.001,0.852,BA
0,0.5,0.9931972789115646,0.006802721088435374,0.006802721088435374,0.001,0.853,BA
0,0.5,0.9931506849315068,0.00684931506849315,0.00684931506849315,0.001,0.854,BA
0,0.5,0.993103448275862,0.006896551724137931,0.006896551724137931,0.001,0.855,BA
0,0.5,0.9930555555555556,0.006944444444444444,0.006944444444444444,0.001,0.856,BA
0,0.5,0.993006993006993,0.006993006993006993,0.006993006993006993,0.001,0.857,BA
0,0.5,0.9929577464788732,0.007042253521126761,0.007042253521126761,0.001,0.858,BA
0,0.5,0.9929078014184397,0.0070921985815602835,0.0070921985815602835,0.001,0.859,BA
0,0.5,0.9928571428571429,0.007142857142857143,0.007142857142857143,0.001,0.86,BA
0,0.5,0.9928057553956835,0.007194244604316547,0.007194244604316547,0.001,0.861,BA
0,0.5,0.9927536231884058,0.007246376811594203,0.007246376811594203,0.001,0.862,BA
0,0.5,0.9927007299270073,0.0072992700729927005,0.0072992700729927005,0.001,0.863,BA
0,0.5,0.9926470588235294,0.007352941176470588,0.007352941176470588,0.001,0.864,BA
0,0.5,0.9925925925925926,0.007407407407407408,0.007407407407407408,0.001,0.865,BA
0,0.5,0.9925373134328358,0.007462686567164179,0.007462686567164179,0.001,0.866,BA
0,0.5,0.9924812030075187,0.007518796992481203,0.007518796992481203,0.001,0.867,BA
0,0.5,0.9924242424242424,0.007575757575757576,0.007575757575757576,0.001,0.868,BA
0,0.5,0.9923664122137404,0.007633587786259542,0.007633587786259542,0.001,0.869,BA
0,0.5,0.9923076923076923,0.007692307692307693,0.007692307692307693,0.001,0.87,BA
0,0.5,0.9922480620155039,0.007751937984496124,0.007751937984496124,0.001,0.871,BA
0,0.5,0.9921875,0.0078125,0.0078125,0.001,0.872,BA
0,0.5,0.9921259842519685,0.007874015748031496,0.007874015748031496,0.001,0.873,BA
0,0.5,0.9920634920634921,0.007936507936507936,0.007936507936507936,0.001,0.874,BA
0,0.5,0.992,0.008,0.008,0.001,0.875,BA
0,0.5,0.9919354838709677,0.008064516129032258,0.008064516129032258,0.001,0.876,BA
0,0.5,0.991869918699187,0.008130081300813009,0.008130081300813009,0.001,0.877,BA
0,0.5,0.9918032786885246,0.00819672131147541,0.00819672131147541,0.001,0.878,BA
0,0.5,0.9917355371900827,0.008264462809917356,0.008264462809917356,0.001,0.879,BA
0,0.5,0.9916666666666667,0.008333333333333333,0.008333333333333333,0.001,0.88,BA
0,0.5,0.9915966386554622,0.008403361344537815,0.008403361344537815,0.001,0.881,BA
0,0.5,0.9915254237288136,0.00847457627118644,0.00847457627118644,0.001,0.882,BA
0,0.5,0.9914529914529915,0.008547008547008548,0.008547008547008548,0.001,0.883,BA
0,0.5,0.9913793103448276,0.008620689655172414,0.008620689655172414,0.001,0.884,BA
0,0.5,0.991304347826087,0.008695652173913044,0.008695652173913044,0.001,0.885,BA
0,0.5,0.9912280701754386,0.008771929824561403,0.008771929824561403,0.001,0.886,BA
0,0.5,0.9911504424778761,0.008849557522123894,0.008849557522123894,0.001,0.887,BA
0,0.5,0.9910714285714286,0.008928571428571428,0.008928571428571428,0.001,0.888,BA
0,0.5,0.990990990990991,0.009009009009009009,0.009009009009009009,0.001,0.889,BA
0,0.5,0.990909090909091,0.00909090909090909,0.00909090909090909,0.001,0.89,BA
0,0.5,0.9908256880733946,0.009174311926605505,0.009174311926605505,0.001,0.891,BA
0,0.5,0.9907407407407407,0.009259259259259259,0.009259259259259259,0.001,0.892,BA
0,0.5,0.9906542056074766,0.009345794392523364,0.009345794392523364,0.001,0.893,BA
0,0.5,0.9905660377358491,0.009433962264150943,0.009433962264150943,0.001,0.894,BA
0,0.5,0.9904761904761905,0.009523809523809525,0.009523809523809525,0.001,0.895,BA
0,0.5,0.9903846153846154,0.009615384615384616,0.009615384615384616,0.001,0.896,BA
0,0.5,0.9902912621359223,0.009708737864077669,0.009708737864077669,0.001,0.897,BA
0,0.5,0.9901960784313726,0.00980392156862745,0.00980392156862745,0.001,0.898,BA
0,0.5,0.9900990099009901,0.009900990099009901,0.009900990099009901,0.001,0.899,BA
0,0.5,0.99,0.01,0.01,0.001,0.9,BA
0,0.5,0.98989898989899,0.010101010101010102,0.010101010101010102,0.001,0.901,BA
0,0.5,0.11110109108107107,0.5807368930492054,0.8888989089189289,0.999,0.001,ER
0,0.5,0.09815924434038417,0.5890026546078129,0.9018407556596159,0.998,0.002,ER
0,0.5,0.12331880294846424,0.5732835416983145,0.8766811970515357,0.997,0.003,ER
0,0.5,0.09344204125739908,0.5911517556168449,0.9065579587426009,0.996,0.004,ER
0,0.5,0.10157117244514027,0.5851680513118356,0.8984288275548598,0.995,0.005,ER
0,0.5,0.12177693930180682,0.5717949548397022,0.8782230606981932,0.994,0.006,ER
0,0.5,0.09981349811216278,0.5851798440036956,0.9001865018878372,0.993,0.007,ER
0,0.5,0.101935443223205,0.5841256259755463,0.898064556776795,0.992,0.008,ER
0,0.5,0.11012839063172997,0.5774401500487231,0.88987160936827,0.991,0.009,ER
0,0.5,0.10917355371900826,0.5792888480767269,0.8908264462809917,0.99,0.01,ER
0,0.5,0.12547936298269846,0.567364364940534,0.8745206370173015,0.989,0.011,ER
0,0.5,0.11043964824861906,0.5771699667262207,0.8895603517513809,0.988,0.012,ER
0,0.5,0.10654106217709658,0.5787958762801937,0.8934589378229034,0.987,0.013,ER
0,0.5,0.10773342000995684,0.5781622224325136,0.8922665799900432,0.986,0.014,ER
0,0.5,0.10271638022108273,0.5789224149037595,0.8972836197789172,0.985,0.015,ER
0,0.5,0.1088782305505982,0.576016053605658,0.8911217694494018,0.984,0.016,ER
0,0.5,0.12121321881962849,0.5671460608575696,0.8787867811803715,0.983,0.017,ER
0,0.5,0.11931674416482427,0.5681617381709883,0.8806832558351757,0.982,0.018,ER
0,0.5,0.09703323389040079,0.5811156104621863,0.9029667661095993,0.981,0.019,ER
0,0.5,0.11039462723865057,0.5731601416076634,0.8896053727613495,0.98,0.02,ER
0,0.5,0.11264543148717553,0.5712474737620782,0.8873545685128245,0.979,0.021,ER
0,0.5,0.0995332906771049,0.5786986504740278,0.9004667093228951,0.978,0.022,ER
0,0.5,0.11181954660361289,0.5709737472617386,0.8881804533963871,0.977,0.023,ER
0,0.5,0.10792524690943295,0.5727595488443967,0.892074753090567,0.976,0.024,ER
0,0.5,0.12335463510848127,0.5627087442472057,0.8766453648915187,0.975,0.025,ER
0,0.5,0.10201902440875495,0.5760217397720613,0.897980975591245,0.974,0.026,ER
0,0.5,0.09691474540232739,0.5792555208512679,0.9030852545976726,0.973,0.027,ER
0,0.5,0.10435612796152348,0.57281029314637,0.8956438720384765,0.972,0.028,ER
0,0.5,0.12393394008109532,0.5609111186297583,0.8760660599189046,0.971,0.029,ER
0,0.5,0.10658731002231905,0.5705260920395366,0.893412689977681,0.97,0.03,ER
0,0.5,0.10778509437559174,0.5681684329807095,0.8922149056244082,0.969,0.031,ER
0,0.5,0.09347252578375793,0.5784537002253944,0.906527474216242,0.968,0.032,ER
0,0.5,0.11727760673048235,0.562962455980126,0.8827223932695177,0.967,0.033,ER
0,0.5,0.09258044742786843,0.5779676710003472,0.9074195525721316,0.966,0.034,ER
0,0.5,0.11029343069612607,0.5672270396520712,0.8897065693038739,0.965,0.035,ER
0,0.5,0.12293069162032334,0.5579018956285188,0.8770693083796767,0.964,0.036,ER
0,0.5,0.1085684339243602,0.56593437995016,0.8914315660756398,0.963,0.037,ER
0,0.5,0.10861597244133626,0.5655847355431555,0.8913840275586636,0.962,0.038,ER
0,0.5,0.09727770131919036,0.5730600603559638,0.9027222986808097,0.961,0.039,ER
0,0.5,0.09845269097222223,0.571591796875,0.9015473090277778,0.96,0.04,ER
0,0.5,0.11843345681817935,0.5585675902840225,0.8815665431818207,0.959,0.041,ER
0,0.5,0.12688120257495392,0.5521637370827358,0.8731187974250461,0.958,0.042,ER
0,0.5,0.10932042290814316,0.5641770641230159,0.8906795770918569,0.957,0.043,ER
0,0.5,0.10744187776824636,0.563015353372665,0.8925581222317537,0.956,0.044,ER
0,0.5,0.10532277075738056,0.5647750884021819,0.8946772292426194,0.955,0.045,ER
0,0.5,0.12228770838003068,0.5534701071072259,0.8777122916199693,0.954,0.046,ER
0,0.5,0.12450768490512647,0.5519643606262435,0.8754923150948736,0.953,0.047,ER
0,0.5,0.11935619836169763,0.5541264299837583,0.8806438016383025,0.952,0.048,ER
0,0.5,0.12890852619579146,0.5484359260991529,0.8710914738042085,0.951,0.049,ER
0,0.5,0.1270038781163435,0.548843213296399,0.8729961218836565,0.95,0.05,ER
0,0.5,0.11553062899108485,0.5550593437049259,0.8844693710089151,0.949,0.051,ER
0,0.5,0.11890455589382043,0.5531621089925047,0.8810954441061795,0.948,0.052,ER
0,0.5,0.1211785341137299,0.5505497826181495,0.8788214658862702,0.947,0.053,ER
0,0.5,0.13386284299308537,0.5432543389547175,0.8661371570069146,0.946,0.054,ER
0,0.5,0.11407519386355365,0.5552946446068139,0.8859248061364463,0.945,0.055,ER
0,0.5,0.12374654373743178,0.5478905576702098,0.8762534562625682,0.944,0.056,ER
0,0.5,0.10272263449270114,0.5599466516127654,0.8972773655072989,0.943,0.057,ER
0,0.5,0.12403252780144337,0.5476771651768608,0.8759674721985566,0.942,0.058,ER
0,0.5,0.13893691677178843,0.5382735485007584,0.8610630832282116,0.941,0.059,ER
0,0.5,0.1316749660479855,0.5414791760977817,0.8683250339520145,0.94,0.06,ER
0,0.5,0.12436587083669325,0.5458132447792442,0.8756341291633067,0.939,0.061,ER
0,0.5,0.10551074963288948,0.556437277517378,0.8944892503671106,0.938,0.062,ER
0,0.5,0.1258529629178251,0.5443745735897281,0.8741470370821748,0.937,0.063,ER
0,0.5,0.1269564066038425,0.5428605997516254,0.8730435933961576,0.936,0.064,ER
0,0.5,0.10911378649661128,0.5529960822442734,0.8908862135033887,0.935,0.065,ER
0,0.5,0.12097010853367203,0.5451661936182017,0.8790298914663279,0.934,0.066,ER
0,0.5,0.13063462031111248,0.5392612657942835,0.8693653796888876,0.933,0.067,ER
0,0.5,0.152285684024388,0.5243707288769364,0.8477143159756121,0.932,0.068,ER
0,0.5,0.11930278358163322,0.5441050070319269,0.8806972164183667,0.931,0.069,ER
0,0.5,0.12368597525725518,0.5417504913862874,0.8763140247427449,0.93,0.07,ER
0,0.5,0.12069299141060505,0.5441804039437292,0.8793070085893949,0.929,0.071,ER
0,0.5,0.11979089253864447,0.5427063206004756,0.8802091074613555,0.928,0.072,ER
0,0.5,0.1339812807434638,0.5331159544249059,0.8660187192565362,0.927,0.073,ER
0,0.5,0.1264595160680882,0.5383404316855516,0.8735404839319119,0.926,0.074,ER
0,0.5,0.11592111029948866,0.5454761139517896,0.8840788897005113,0.925,0.075,ER
0,0.5,0.11713259684038904,0.5420777815258335,0.882867403159611,0.924,0.076,ER
0,0.5,0.10970632529236592,0.5479588087739706,0.8902936747076341,0.923,0.077,ER
0,0.5,0.12821674093383711,0.5347024529340629,0.8717832590661629,0.922,0.078,ER
0,0.5,0.13284785809693236,0.5305626584897453,0.8671521419030676,0.921,0.079,ER
0,0.5,0.12530836483931948,0.5372318052930056,0.8746916351606805,0.92,0.08,ER
0,0.5,0.1277302645990047,0.5346150248472283,0.8722697354009953,0.919,0.081,ER
0,0.5,0.13649071344829386,0.5292610629340092,0.8635092865517062,0.918,0.082,ER
0,0.5,0.14210674655037706,0.5240893863518252,0.857893253449623,0.917,0.083,ER
0,0.5,0.1270141683034267,0.5325806620773822,0.8729858316965733,0.916,0.084,ER
0,0.5,0.12607005285317568,0.5337012153244349,0.8739299471468244,0.915,0.085,ER
0,0.5,0.13516583751897304,0.5272218205497752,0.864834162481027,0.914,0.086,ER
0,0.5,0.14083417209613122,0.5238858450830105,0.8591658279038689,0.913,0.087,ER
0,0.5,0.1516295879501385,0.5167010522468451,0.8483704120498614,0.912,0.088,ER
0,0.5,0.13666842988670005,0.5243776214844545,0.8633315701133,0.911,0.089,ER
0,0.5,0.13236082598719962,0.5271416495592319,0.8676391740128004,0.91,0.09,ER
0,0.5,0.12826629197573222,0.529144443597275,0.8717337080242678,0.909,0.091,ER
0,0.5,0.12397145296823148,0.5312214966329639,0.8760285470317686,0.908,0.092,ER
