,beta,fracao_suscetiveis,fracao_infectados,fracao_recuperados,maior_componente,vertices_removidos,rede
0,0.5,0.20604099244875945,0.39883211203159674,0.7939590075512406,0.927,0.073,BA
0,0.5,0.2162497842505213,0.3921637456908415,0.7837502157494787,0.926,0.074,BA
0,0.5,0.21050693937180423,0.394436815193572,0.7894930606281958,0.925,0.075,BA
0,0.5,0.2276592455163884,0.3853657165345477,0.7723407544836116,0.924,0.076,BA
0,0.5,0.20588335412927605,0.3958076318566453,0.794116645870724,0.923,0.077,BA
0,0.5,0.2368801200822507,0.37803675872031467,0.7631198799177493,0.922,0.078,BA
0,0.5,0.2462401605204181,0.3719709375047893,0.7537598394795818,0.921,0.079,BA
0,0.5,0.23370274102079397,0.37714555765595464,0.7662972589792061,0.92,0.08,BA
0,0.5,0.2102216417760233,0.389064851443531,0.7897783582239767,0.919,0.081,BA
0,0.5,0.24591325273755107,0.368802834617265,0.754086747262449,0.918,0.082,BA
0,0.5,0.24037417542624534,0.37047101341556377,0.7596258245737547,0.917,0.083,BA
0,0.5,0.252575513434145,0.36559538338323067,0.7474244865658549,0.916,0.084,BA
0,0.5,0.24743408283316912,0.36746155454029683,0.7525659171668309,0.915,0.085,BA
0,0.5,0.22004055561673744,0.3780638164415439,0.7799594443832626,0.914,0.086,BA
0,0.5,0.23063597614594594,0.3717016827641143,0.7693640238540541,0.913,0.087,BA
0,0.5,0.250972655047707,0.36115679824561403,0.749027344952293,0.912,0.088,BA
0,0.5,0.22732284157166766,0.3708509605131091,0.7726771584283323,0.911,0.089,BA
0,0.5,0.2586004105784325,0.3566936360342954,0.7413995894215674,0.91,0.09,BA
0,0.5,0.23052448259127345,0.36840009633526605,0.7694755174087266,0.909,0.091,BA
0,0.5,0.2524755477498108,0.35777547594558406,0.7475244522501893,0.908,0.092,BA
0,0.5,0.22526618278269347,0.3690443919581742,0.7747338172173065,0.907,0.093,BA
0,0.5,0.2473064046898528,0.3577194470028118,0.7526935953101472,0.906,0.094,BA
0,0.5,0.2521314978175269,0.35306736668599864,0.7478685021824731,0.905,0.095,BA
0,0.5,0.25498277077296577,0.3515790195003524,0.7450172292270342,0.904,0.096,BA
0,0.5,0.2539265571020187,0.35291614392286574,0.7460734428979812,0.903,0.097,BA
0,0.5,0.2518411905546187,0.3518136587332412,0.7481588094453814,0.902,0.098,BA
0,0.5,0.26007605312139304,0.34775148096639447,0.739923946878607,0.901,0.099,BA
0,0.5,0.2562456790123457,0.34750493827160495,0.7437543209876544,0.9,0.1,BA
0,0.5,0.2413149699146623,0.35441678493345097,0.7586850300853376,0.899,0.101,BA
0,0.5,0.2546453142593539,0.3457981359219448,0.7453546857406461,0.898,0.102,BA
0,0.5,0.23837292399165308,0.3533604520953656,0.7616270760083469,0.897,0.103,BA
0,0.5,0.2587217992665816,0.3443840182557398,0.7412782007334184,0.896,0.104,BA
0,0.5,0.28203489279360816,0.3312693111950314,0.7179651072063918,0.895,0.105,BA
0,0.5,0.23133092102958325,0.35404936714562407,0.7686690789704167,0.894,0.106,BA
0,0.5,0.2768816563817874,0.331153465613475,0.7231183436182125,0.893,0.107,BA
0,0.5,0.28731851635866396,0.3259981600273482,0.7126814836413361,0.892,0.108,BA
0,0.5,0.28775975240621704,0.32567475478062835,0.712240247593783,0.891,0.109,BA
0,0.5,0.2753288726170938,0.3302360813028658,0.7246711273829062,0.89,0.11,BA
0,0.5,0.2656363680074299,0.33432238293048017,0.7343636319925702,0.889,0.111,BA
0,0.5,0.27044400819738657,0.3286753814625436,0.7295559918026134,0.888,0.112,BA
0,0.5,0.29268438385345635,0.3185229717998549,0.7073156161465437,0.887,0.113,BA
0,0.5,0.27806638505164355,0.3252220393479712,0.7219336149483565,0.886,0.114,BA
0,0.5,0.2710408886335344,0.32721504037792465,0.7289591113664655,0.885,0.115,BA
0,0.5,0.2790611371593538,0.32189400298929177,0.7209388628406462,0.884,0.116,BA
0,0.5,0.27520588337144686,0.3235174537539968,0.7247941166285532,0.883,0.117,BA
0,0.5,0.2749767329456348,0.32187977231709014,0.7250232670543653,0.882,0.118,BA
0,0.5,0.26982288468500737,0.32404874761808444,0.7301771153149926,0.881,0.119,BA
0,0.5,0.2687048037190083,0.3228693181818182,0.7312951962809917,0.88,0.12,BA
0,0.5,0.2951474229299248,0.30988648026703214,0.7048525770700752,0.879,0.121,BA
0,0.5,0.26967351767581116,0.32103403365486893,0.7303264823241888,0.878,0.122,BA
0,0.5,0.2660281955302687,0.3224634619160115,0.7339718044697313,0.877,0.123,BA
0,0.5,0.299872552699068,0.3051554909197056,0.700127447300932,0.876,0.124,BA
0,0.5,0.27328,0.3154886530612245,0.72672,0.875,0.125,BA
0,0.5,0.2979082992527583,0.3040362571935759,0.7020917007472417,0.874,0.126,BA
0,0.5,0.2919361420441946,0.30710155367398434,0.7080638579558054,0.873,0.127,BA
0,0.5,0.3076603400387173,0.2978902764918778,0.6923396599612827,0.872,0.128,BA
0,0.5,0.3293837269538556,0.289367434662772,0.6706162730461444,0.871,0.129,BA
0,0.5,0.3048870392390012,0.29787818734311006,0.6951129607609988,0.87,0.13,BA
0,0.5,0.3036134016454769,0.29853766282951577,0.6963865983545231,0.869,0.131,BA
0,0.5,0.29731465947461194,0.3009009535135594,0.7026853405253881,0.868,0.132,BA
0,0.5,0.3079451741345158,0.29577391713860385,0.6920548258654843,0.867,0.133,BA
0,0.5,0.30080964749932,0.2970414264303506,0.6991903525006801,0.866,0.134,BA
0,0.5,0.3072565070667246,0.2934144141134017,0.6927434929332753,0.865,0.135,BA
0,0.5,0.31710551697530864,0.2885454175240055,0.6828944830246914,0.864,0.136,BA
0,0.5,0.3121679339499899,0.28850153537539824,0.6878320660500101,0.863,0.137,BA
0,0.5,0.30357959959302544,0.2919006142301129,0.6964204004069746,0.862,0.138,BA
0,0.5,0.34056636733614726,0.27581708868357974,0.6594336326638528,0.861,0.139,BA
0,0.5,0.28047458085451593,0.3002839372633856,0.7195254191454841,0.86,0.14,BA
0,0.5,0.3030719045482944,0.2891048827656492,0.6969280954517056,0.859,0.141,BA
0,0.5,0.3197263109850522,0.28153916790280425,0.6802736890149478,0.858,0.142,BA
0,0.5,0.34740056831720106,0.2692453798698072,0.652599431682799,0.857,0.143,BA
0,0.5,0.3094443291990567,0.2841964909599092,0.6905556708009434,0.856,0.144,BA
0,0.5,0.3279709996238159,0.2748975753223214,0.6720290003761842,0.855,0.145,BA
0,0.5,0.319336199946251,0.27703903383444217,0.680663800053749,0.854,0.146,BA
0,0.5,0.3223407077152702,0.2771625969442379,0.6776592922847299,0.853,0.147,BA
0,0.5,0.3497445943265225,0.26360510480724725,0.6502554056734775,0.852,0.148,BA
0,0.5,0.3417435214809148,0.2655892493934695,0.6582564785190852,0.851,0.149,BA
0,0.5,0.32107128027681664,0.2747570934256055,0.6789287197231835,0.85,0.15,BA
0,0.5,0.32017713626923383,0.2738009519964595,0.6798228637307662,0.849,0.151,BA
0,0.5,0.3329574025453898,0.2669419166073336,0.6670425974546101,0.848,0.152,BA
0,0.5,0.33613043605530457,0.2660839214450892,0.6638695639446954,0.847,0.153,BA
0,0.5,0.34317662312984476,0.261971228811428,0.6568233768701552,0.846,0.154,BA
0,0.5,0.3493253037358636,0.2587066279191905,0.6506746962641364,0.845,0.155,BA
0,0.5,0.33575026392039714,0.26362138092136295,0.6642497360796029,0.844,0.156,BA
0,0.5,0.32924552064380586,0.2638194101448113,0.6707544793561941,0.843,0.157,BA
0,0.5,0.32928470274936383,0.2640218685292906,0.6707152972506361,0.842,0.158,BA
0,0.5,0.35299407166317204,0.252314143883407,0.6470059283368279,0.841,0.159,BA
0,0.5,0.3345252267573696,0.2603174603174603,0.6654747732426304,0.84,0.16,BA
0,0.5,0.33652355875162127,0.2566850541467011,0.6634764412483787,0.839,0.161,BA
0,0.5,0.37967145322708346,0.24059443726112292,0.6203285467729166,0.838,0.162,BA
0,0.5,0.3507919990750376,0.25041930202449725,0.6492080009249624,0.837,0.163,BA
0,0.5,0.34549775646161945,0.25189727799271994,0.6545022435383806,0.836,0.164,BA
0,0.5,0.3316404317114275,0.25656710531033744,0.6683595682885726,0.835,0.165,BA
0,0.5,0.33119691297321857,0.25568178550684634,0.6688030870267815,0.834,0.166,BA
0,0.5,0.3429467825545584,0.24849939975990396,0.6570532174454415,0.833,0.167,BA
0,0.5,0.3711645363350592,0.23828558385724852,0.6288354636649408,0.832,0.168,BA
0,0.5,0.385996313142503,0.23320314932352101,0.6140036868574971,0.831,0.169,BA
0,0.5,0.38609957903904774,0.23025547975032662,0.6139004209609523,0.83,0.17,BA
0,0.5,0.3905849621893921,0.22914086906922024,0.6094150378106079,0.829,0.171,BA
0,0.5,0.35588345118905923,0.24137961212630402,0.6441165488109407,0.828,0.172,BA
0,0.5,0.3607889122993761,0.23934501973158034,0.6392110877006238,0.827,0.173,BA
0,0.5,0.38528689269445204,0.22866845675357186,0.614713107305548,0.826,0.174,BA
0,0.5,0.360630303030303,0.2364811753902663,0.639369696969697,0.825,0.175,BA
0,0.5,0.37858628287303236,0.22895360071637288,0.6214137171269677,0.824,0.176,BA
0,0.5,0.3740265070593463,0.23016731898383208,0.6259734929406536,0.823,0.177,BA
0,0.5,0.40123933673137147,0.2193614174673368,0.5987606632686285,0.822,0.178,BA
0,0.5,0.3614038315176673,0.23396796337314793,0.6385961684823327,0.821,0.179,BA
0,0.5,0.3549836406900654,0.2351130279595479,0.6450163593099345,0.82,0.18,BA
0,0.5,0.41138796083851026,0.21333231955942578,0.5886120391614897,0.819,0.181,BA
0,0.5,0.37460919052372954,0.22538722269713835,0.6253908094762705,0.818,0.182,BA
0,0.5,0.3576298635632947,0.23030192257849944,0.6423701364367054,0.817,0.183,BA
0,0.5,0.3873480151864667,0.2194603638023837,0.6126519848135332,0.816,0.184,BA
0,0.5,0.386083029094057,0.21992246603184162,0.613916970905943,0.815,0.185,BA
0,0.5,0.37869682280001693,0.22090987570103052,0.6213031771999831,0.814,0.186,BA
0,0.5,0.39754058057185737,0.21358339044645058,0.6024594194281426,0.813,0.187,BA
0,0.5,0.37075335484966876,0.2228396709456672,0.6292466451503312,0.812,0.188,BA
0,0.5,0.37637843401685517,0.21851362507811062,0.6236215659831449,0.811,0.189,BA
0,0.5,0.4075522024081695,0.20771833561957018,0.5924477975918305,0.81,0.19,BA
0,0.5,0.3971039648209803,0.21037891092331173,0.6028960351790197,0.809,0.191,BA
0,0.5,0.3863821561611607,0.21419162337025782,0.6136178438388393,0.808,0.192,BA
0,0.5,0.4109994794617727,0.20475424914280096,0.5890005205382273,0.807,0.193,BA
0,0.5,0.4163069780615606,0.20150053260595166,0.5836930219384394,0.806,0.194,BA
0,0.5,0.4107958797885884,0.20310636163728252,0.5892041202114116,0.805,0.195,BA
0,0.5,0.4072470359644563,0.20413170466077574,0.5927529640355437,0.804,0.196,BA
0,0.5,0.4053448385490897,0.2033997664424659,0.5946551614509104,0.803,0.197,BA
0,0.5,0.40831369207902934,0.20251428784646863,0.5916863079209707,0.802,0.198,BA
0,0.5,0.42217047666696284,0.19703211185768102,0.5778295233330372,0.801,0.199,BA
0,0.5,0.4337796875,0.1910640625,0.5662203125,0.8,0.2,BA
0,0.5,0.39442920672116744,0.20465506789619692,0.6055707932788326,0.799,0.201,BA
0,0.5,0.4519852262234534,0.18480254521014317,0.5480147737765466,0.798,0.202,BA
0,0.5,0.4450881520885252,0.18447156762577357,0.5549118479114749,0.797,0.203,BA
0,0.5,0.4347080881795914,0.18797189464912503,0.5652919118204086,0.796,0.204,BA
0,0.5,0.41807206993394247,0.1927376290494838,0.5819279300660576,0.795,0.205,BA
0,0.5,0.4352289526613328,0.18609660615827778,0.5647710473386672,0.794,0.206,BA
0,0.5,0.4244087213305579,0.18839021768341846,0.575591278669442,0.793,0.207,BA
0,0.5,0.434096329456178,0.18608273390470362,0.5659036705438221,0.792,0.208,BA
0,0.5,0.4536001572686401,0.17740350114515224,0.5463998427313599,0.791,0.209,BA
0,0.5,0.4289168402499599,0.18492389040217913,0.5710831597500401,0.79,0.21,BA
0,0.5,0.437707322323263,0.18192639284457873,0.5622926776767371,0.789,0.211,BA
0,0.5,0.44274523950630007,0.17982942101059035,0.5572547604936999,0.788,0.212,BA
0,0.5,0.44286685320059604,0.1783363390805804,0.557133146799404,0.787,0.213,BA
0,0.5,0.4467720736294829,0.177150709943088,0.5532279263705171,0.786,0.214,BA
0,0.5,0.4367966246095176,0.17883889812974157,0.5632033753904824,0.785,0.215,BA
0,0.5,0.4486102795710121,0.1743804664723032,0.5513897204289879,0.784,0.216,BA
0,0.5,0.4695093208327013,0.16577527895623637,0.5304906791672986,0.783,0.217,BA
0,0.5,0.4713976883981659,0.1651823967661122,0.5286023116018341,0.782,0.218,BA
0,0.5,0.4621623349689571,0.16781072888266627,0.5378376650310429,0.781,0.219,BA
0,0.5,0.45987179487179486,0.16833333333333333,0.5401282051282051,0.78,0.22,BA
0,0.5,0.43999004681621706,0.17297282154633584,0.5600099531837829,0.779,0.221,BA
0,0.5,0.4698207783453718,0.16367027709306706,0.5301792216546283,0.778,0.222,BA
0,0.5,0.4628434280943933,0.16569686067755565,0.5371565719056066,0.777,0.223,BA
0,0.5,0.46515968753321285,0.16418953927091082,0.5348403124667871,0.776,0.224,BA
0,0.5,0.46332570239334026,0.1635513007284079,0.5366742976066597,0.775,0.225,BA
0,0.5,0.49497559575078953,0.15343796112680194,0.5050244042492105,0.774,0.226,BA
0,0.5,0.4798344515496319,0.15721077972784583,0.5201655484503681,0.773,0.227,BA
0,0.5,0.4934595559612338,0.15170877070525385,0.5065404440387662,0.772,0.228,BA
0,0.5,0.4987071887706265,0.1495472216754901,0.5012928112293735,0.771,0.229,BA
0,0.5,0.45088041828301567,0.16382020576825773,0.5491195817169844,0.77,0.23,BA
0,0.5,0.4820997664709036,0.15344434279568656,0.5179002335290964,0.769,0.231,BA
0,0.5,0.4784562852647569,0.1543545193142361,0.5215437147352431,0.768,0.232,BA
0,0.5,0.4963580825070671,0.14788819780754017,0.5036419174929329,0.767,0.233,BA
0,0.5,0.49459059643190695,0.14811608232382795,0.505409403568093,0.766,0.234,BA
0,0.5,0.4984698193002691,0.145679012345679,0.5015301806997309,0.765,0.235,BA
0,0.5,0.4771781886461446,0.15271476933198103,0.5228218113538554,0.764,0.236,BA
0,0.5,0.5209758678321931,0.13847181832079689,0.479024132167807,0.763,0.237,BA
0,0.5,0.5056058445450224,0.1418786726462342,0.49439415545497756,0.762,0.238,BA
0,0.5,0.5175567800166114,0.13803160306740733,0.48244321998338857,0.761,0.239,BA
0,0.5,0.4964854570637119,0.14368940443213296,0.5035145429362881,0.76,0.24,BA
0,0.5,0.5335707999395918,0.1321289888053937,0.46642920006040817,0.759,0.241,BA
0,0.5,0.5025271336178389,0.1395771402315495,0.4974728663821611,0.758,0.242,BA
0,0.5,0.5142544529350893,0.13665323558718365,0.48574554706491063,0.757,0.243,BA
0,0.5,0.5232653761092915,0.13225588589345202,0.47673462389070853,0.756,0.244,BA
0,0.5,0.5281013990614446,0.1319959650892505,0.47189860093855535,0.755,0.245,BA
0,0.5,0.5329383869583266,0.13043080581725053,0.4670616130416734,0.754,0.246,BA
0,0.5,0.5402930112220441,0.1248339973439575,0.4597069887779559,0.753,0.247,BA
0,0.5,0.5500067196695337,0.12299824581258488,0.44999328033046626,0.752,0.248,BA
0,0.5,0.5451479695957986,0.12257070466187117,0.4548520304042014,0.751,0.249,BA
0,0.5,0.5183324444444444,0.13016533333333333,0.48166755555555557,0.75,0.25,BA
0,0.5,0.528492819085884,0.12646145015784285,0.471507180914116,0.749,0.251,BA
0,0.5,0.5373795361605994,0.1230732934885184,0.46262046383940064,0.748,0.252,BA
0,0.5,0.5377314702809453,0.12293170898677262,0.4622685297190547,0.747,0.253,BA
0,0.5,0.5469492341639773,0.11948443530823911,0.4530507658360227,0.746,0.254,BA
0,0.5,0.531091392279627,0.12270798612675105,0.46890860772037296,0.745,0.255,BA
0,0.5,0.5572013383050064,0.11659946236559139,0.44279866169499366,0.744,0.256,BA
0,0.5,0.5700562812359048,0.11179261261228622,0.4299437187640952,0.743,0.257,BA
0,0.5,0.5347425549073314,0.12030572285874122,0.4652574450926686,0.742,0.258,BA
0,0.5,0.5497112447890202,0.11491382874293593,0.45028875521097983,0.741,0.259,BA
0,0.5,0.5737856099342585,0.10894083272461651,0.4262143900657414,0.74,0.26,BA
0,0.5,0.5891423329262196,0.10459769904471719,0.41085766707378035,0.739,0.261,BA
0,0.5,0.5703909342616461,0.10890783704585014,0.42960906573835383,0.738,0.262,BA
0,0.5,0.5830100760536776,0.10497653584795893,0.4169899239463224,0.737,0.263,BA
0,0.5,0.593851532963138,0.10151634865311909,0.406148467036862,0.736,0.264,BA
0,0.5,0.5726836040538664,0.10750335508353001,0.4273163959461336,0.735,0.265,BA
0,0.5,0.5689068892040181,0.10653988076234883,0.43109311079598184,0.734,0.266,BA
0,0.5,0.5651297532612802,0.1071304270141395,0.43487024673871977,0.733,0.267,BA
0,0.5,0.5821538415599151,0.10304316342679687,0.4178461584400848,0.732,0.268,BA
0,0.5,0.5782776063372889,0.10233905543256337,0.42172239366271114,0.731,0.269,BA
0,0.5,0.5954775755301183,0.09735034715706511,0.4045224244698818,0.73,0.27,BA
0,0.5,0.6053409503594942,0.09524857886388141,0.39465904964050574,0.729,0.271,BA
0,0.5,0.588112093950006,0.09848410518053374,0.411887906049994,0.728,0.272,BA
0,0.5,0.5824978383399965,0.09950825782502001,0.41750216166000353,0.727,0.273,BA
0,0.5,0.6136875896455161,0.09178752210307432,0.38631241035448394,0.726,0.274,BA
0,0.5,0.5996042806183116,0.09476908442330559,0.40039571938168844,0.725,0.275,BA
0,0.5,0.6183457464668356,0.0888194041695919,0.3816542535331644,0.724,0.276,BA
0,0.5,0.6165010933007352,0.09081952598765326,0.38349890669926484,0.723,0.277,BA
0,0.5,0.6019751229656004,0.09230093384796002,0.39802487703439965,0.722,0.278,BA
0,0.5,0.6379162089946734,0.0841507307041961,0.36208379100532667,0.721,0.279,BA
0,0.5,0.6404417438271605,0.08297067901234567,0.35955825617283954,0.72,0.28,BA
0,0.5,0.6201531643586267,0.0862908420557837,0.3798468356413733,0.719,0.281,BA
0,0.5,0.6210321924876436,0.08584663371637402,0.37896780751235637,0.718,0.282,BA
0,0.5,0.6254675746806487,0.0840729912524874,0.37453242531935127,0.717,0.283,BA
0,0.5,0.6397993976467651,0.0801921756499485,0.36020060235323487,0.716,0.284,BA
0,0.5,0.6548369113404078,0.07806738715829625,0.3451630886595921,0.715,0.285,BA
0,0.5,0.6379728361933008,0.08041059561079333,0.3620271638066992,0.714,0.286,BA
0,0.5,0.6453894710338357,0.07906461644986221,0.35461052896616435,0.713,0.287,BA
0,0.5,0.6417178228758995,0.0793322339351092,0.3582821771241005,0.712,0.288,BA
0,0.5,0.6662176249849165,0.07256276198219264,0.33378237501508345,0.711,0.289,BA
0,0.5,0.647794088474509,0.07721483832572902,0.35220591152549097,0.71,0.29,BA
0,0.5,0.6230372741360823,0.08179342366232263,0.3769627258639177,0.709,0.291,BA
0,0.5,0.643267818953685,0.07564477002138593,0.3567321810463149,0.708,0.292,BA
0,0.5,0.663602407927194,0.07137755602191861,0.336397592072806,0.707,0.293,BA
0,0.5,0.6792185957675609,0.06849023746278358,0.32078140423243906,0.706,0.294,BA
0,0.5,0.674088828529752,0.06850560836980031,0.325911171470248,0.705,0.295,BA
0,0.5,0.6937750193698347,0.06326470493285125,0.3062249806301653,0.704,0.296,BA
0,0.5,0.6881117098231719,0.06534077687779867,0.311888290176828,0.703,0.297,BA
0,0.5,0.6972873596805221,0.06268009188237109,0.3027126403194779,0.702,0.298,BA
0,0.5,0.687562703372602,0.06423877851286425,0.312437296627398,0.701,0.299,BA
0,0.5,0.6739285714285714,0.06760408163265307,0.32607142857142857,0.7,0.3,BA
0,0.5,0.6881238474747289,0.06414640985180137,0.3118761525252711,0.698,0.301,BA
0,0.5,0.6890645397000025,0.06262058603788147,0.3109354602999975,0.697,0.302,BA
0,0.5,0.6915083911578419,0.0622652112249876,0.30849160884215815,0.696,0.303,BA
0,0.5,0.7032901473114018,0.05907112894702075,0.29670985268859823,0.695,0.304,BA
0,0.5,0.7158221624139537,0.05626623880751514,0.28417783758604626,0.694,0.305,BA
0,0.5,0.7065231834829622,0.05779883563520999,0.2934768165170377,0.693,0.306,BA
0,0.5,0.7094028306149518,0.05666851987198308,0.2905971693850482,0.692,0.307,BA
0,0.5,0.7207787597313643,0.05402786594941362,0.27922124026863576,0.691,0.308,BA
0,0.5,0.7184432469564234,0.053853451760384176,0.2815567530435766,0.69,0.309,BA
0,0.5,0.7163285024154589,0.05411678218861584,0.283671497584541,0.689,0.31,BA
0,0.5,0.7499710356188162,0.04864330838534634,0.2500289643811839,0.688,0.311,BA
0,0.5,0.7437276061384531,0.048911573823688485,0.25627239386154677,0.687,0.312,BA
0,0.5,0.7480194673802728,0.047003087067159076,0.25198053261972714,0.686,0.313,BA
0,0.5,0.7473097943883926,0.047618339297401585,0.25269020561160743,0.685,0.314,BA
0,0.5,0.7482657573658692,0.04751664979487452,0.25173424263413074,0.684,0.315,BA
0,0.5,0.7424763174994016,0.04732225300092337,0.2575236825005985,0.682,0.316,BA
