,beta,fracao_suscetiveis,fracao_infectados,fracao_recuperados,rede
23,0.4693877551020408,0.112452,0.5612050000000001,0.887548,WS
24,0.4897959183673469,0.101274,0.5787559999999999,0.898726,WS
25,0.5102040816326531,0.105207,0.585367,0.8947930000000001,WS
26,0.5306122448979591,0.087177,0.60578,0.9128229999999999,WS
27,0.5510204081632653,0.093125,0.608878,0.906875,WS
28,0.5714285714285714,0.084089,0.623893,0.9159109999999999,WS
29,0.5918367346938775,0.082073,0.631216,0.917927,WS
30,0.6122448979591836,0.084012,0.636949,0.915988,WS
31,0.6326530612244897,0.073988,0.650223,0.926012,WS
32,0.6530612244897959,0.082973,0.650784,0.917027,WS
33,0.673469387755102,0.070968,0.664841,0.9290320000000001,WS
34,0.6938775510204082,0.072973,0.669374,0.927027,WS
35,0.7142857142857142,0.059976999999999996,0.684072,0.940023,WS
36,0.7346938775510203,0.06995900000000001,0.6822,0.930041,WS
37,0.7551020408163265,0.065947,0.6898759999999999,0.934053,WS
38,0.7755102040816326,0.082934,0.6817000000000001,0.917066,WS
39,0.7959183673469387,0.066941,0.6976559999999999,0.933059,WS
40,0.8163265306122448,0.05096,0.715212,0.94904,WS
41,0.836734693877551,0.05196,0.7182350000000001,0.94804,WS
42,0.8571428571428571,0.056946,0.718666,0.943054,WS
43,0.8775510204081632,0.058945,0.720581,0.941055,WS
44,0.8979591836734693,0.051948,0.729891,0.948052,WS
45,0.9183673469387754,0.059942999999999996,0.727247,0.940057,WS
46,0.9387755102040816,0.043953000000000006,0.74317,0.956047,WS
47,0.9591836734693877,0.06593399999999999,0.729672,0.9340660000000001,WS
48,0.9795918367346939,0.060941,0.736986,0.939059,WS
49,1.0,0.043959000000000005,0.7529210000000001,0.956041,WS
0,0.0,0.999,0.001,0.001,BA-NL
1,0.02040816326530612,0.997799,0.0016200000000000001,0.0022010000000000003,BA-NL
2,0.04081632653061224,0.9725130000000001,0.006023,0.027486999999999998,BA-NL
3,0.061224489795918366,0.8704,0.027105,0.1296,BA-NL
4,0.08163265306122448,0.748057,0.064764,0.25194300000000003,BA-NL
5,0.1020408163265306,0.6604070000000001,0.101716,0.33959300000000003,BA-NL
6,0.12244897959183673,0.578302,0.140179,0.42169799999999996,BA-NL
7,0.14285714285714285,0.490149,0.185678,0.509851,BA-NL
8,0.16326530612244897,0.43185500000000004,0.222203,0.568145,BA-NL
9,0.18367346938775508,0.39104,0.254337,0.6089600000000001,BA-NL
10,0.2040816326530612,0.348245,0.28778,0.651755,BA-NL
11,0.22448979591836732,0.315985,0.315132,0.684015,BA-NL
12,0.24489795918367346,0.275024,0.349359,0.724976,BA-NL
13,0.26530612244897955,0.25755,0.369827,0.74245,BA-NL
14,0.2857142857142857,0.248185,0.388044,0.751815,BA-NL
15,0.3061224489795918,0.243284,0.402707,0.756716,BA-NL
16,0.32653061224489793,0.206446,0.43368900000000005,0.793554,BA-NL
17,0.3469387755102041,0.188499,0.454169,0.811501,BA-NL
18,0.36734693877551017,0.175059,0.47218099999999996,0.824941,BA-NL
19,0.3877551020408163,0.148185,0.496907,0.8518150000000001,BA-NL
20,0.4081632653061224,0.164701,0.497948,0.835299,BA-NL
21,0.42857142857142855,0.163476,0.506169,0.836524,BA-NL
22,0.44897959183673464,0.154081,0.521085,0.845919,BA-NL
23,0.4693877551020408,0.15415500000000001,0.52922,0.8458450000000001,BA-NL
24,0.4897959183673469,0.128291,0.553504,0.871709,BA-NL
25,0.5102040816326531,0.125535,0.562366,0.874465,BA-NL
26,0.5306122448979591,0.115088,0.576813,0.884912,BA-NL
27,0.5510204081632653,0.10449299999999999,0.590296,0.8955069999999999,BA-NL
28,0.5714285714285714,0.122844,0.584687,0.8771559999999999,BA-NL
29,0.5918367346938775,0.11150199999999999,0.5981609999999999,0.888498,BA-NL
30,0.6122448979591836,0.107085,0.6078250000000001,0.892915,BA-NL
31,0.6326530612244897,0.088919,0.6252329999999999,0.911081,BA-NL
32,0.6530612244897959,0.103618,0.621205,0.8963819999999999,BA-NL
33,0.673469387755102,0.095488,0.6316309999999999,0.904512,BA-NL
34,0.6938775510204082,0.087271,0.643285,0.912729,BA-NL
35,0.7142857142857142,0.09211,0.643963,0.90789,BA-NL
36,0.7346938775510203,0.09792100000000001,0.645002,0.902079,BA-NL
37,0.7551020408163265,0.085884,0.658089,0.914116,BA-NL
38,0.7755102040816326,0.087715,0.662067,0.912285,BA-NL
39,0.7959183673469387,0.093648,0.660953,0.9063519999999999,BA-NL
40,0.8163265306122448,0.08156100000000001,0.674363,0.918439,BA-NL
41,0.836734693877551,0.06553199999999999,0.689549,0.934468,BA-NL
42,0.8571428571428571,0.08640600000000001,0.678374,0.913594,BA-NL
43,0.8775510204081632,0.09034600000000001,0.678606,0.909654,BA-NL
44,0.8979591836734693,0.06430200000000001,0.7020109999999999,0.935698,BA-NL
45,0.9183673469387754,0.07830500000000001,0.694712,0.921695,BA-NL
46,0.9387755102040816,0.061302,0.711185,0.938698,BA-NL
47,0.9591836734693877,0.07522100000000001,0.7038920000000001,0.924779,BA-NL
48,0.9795918367346939,0.060242,0.717818,0.9397580000000001,BA-NL
49,1.0,0.069153,0.714313,0.930847,BA-NL
