,beta,fracao_suscetiveis,fracao_infectados,fracao_recuperados,rede
38,0.7755102040816326,4e-06,0.998527,0.999996,ER
39,0.7959183673469387,1.1e-05,0.9987240000000001,0.999989,ER
40,0.8163265306122448,1.1e-05,0.999057,0.999989,ER
41,0.836734693877551,7e-06,0.999147,0.999993,ER
42,0.8571428571428571,6e-06,0.999346,0.999994,ER
43,0.8775510204081632,2e-06,0.999497,0.999998,ER
44,0.8979591836734693,2e-06,0.999556,0.999998,ER
45,0.9183673469387754,1e-06,0.99966,0.999999,ER
46,0.9387755102040816,2e-06,0.999695,0.999998,ER
47,0.9591836734693877,1e-06,0.999794,0.999999,ER
48,0.9795918367346939,4e-06,0.9998210000000001,0.999996,ER
49,1.0,2e-06,0.999848,0.999998,ER
0,0.0,0.999,0.001,0.001,WS
1,0.02040816326530612,0.998367,0.00152,0.001633,WS
2,0.04081632653061224,0.996192,0.002545,0.0038079999999999998,WS
3,0.061224489795918366,0.956427,0.009209,0.043573,WS
4,0.08163265306122448,0.6326849999999999,0.080437,0.367315,WS
5,0.1020408163265306,0.393175,0.19945400000000002,0.6068250000000001,WS
6,0.12244897959183673,0.24263200000000001,0.32358499999999996,0.757368,WS
7,0.14285714285714285,0.144937,0.440842,0.855063,WS
8,0.16326530612244897,0.088292,0.53459,0.911708,WS
9,0.18367346938775508,0.06442300000000001,0.607198,0.935577,WS
10,0.2040816326530612,0.048991,0.667119,0.951009,WS
11,0.22448979591836732,0.019399,0.73227,0.980601,WS
12,0.24489795918367346,0.012185,0.776832,0.9878150000000001,WS
13,0.26530612244897955,0.009991,0.810586,0.990009,WS
14,0.2857142857142857,0.01005,0.837995,0.98995,WS
15,0.3061224489795918,0.004811,0.86681,0.995189,WS
16,0.32653061224489793,0.0049889999999999995,0.8877619999999999,0.995011,WS
17,0.3469387755102041,0.002303,0.907385,0.9976970000000001,WS
18,0.36734693877551017,0.001869,0.922421,0.998131,WS
19,0.3877551020408163,0.0016220000000000002,0.935105,0.998378,WS
20,0.4081632653061224,0.00039,0.94651,0.99961,WS
21,0.42857142857142855,0.00026700000000000004,0.955625,0.999733,WS
22,0.44897959183673464,0.000192,0.963274,0.999808,WS
23,0.4693877551020408,0.000126,0.969583,0.999874,WS
24,0.4897959183673469,8.1e-05,0.974764,0.999919,WS
25,0.5102040816326531,5.3e-05,0.979501,0.999947,WS
26,0.5306122448979591,4.2999999999999995e-05,0.9829869999999999,0.999957,WS
27,0.5510204081632653,3.3e-05,0.986088,0.9999669999999999,WS
28,0.5714285714285714,2.2e-05,0.988426,0.9999779999999999,WS
29,0.5918367346938775,2.2e-05,0.99073,0.9999779999999999,WS
30,0.6122448979591836,8e-06,0.992402,0.999992,WS
31,0.6326530612244897,8.999999999999999e-06,0.993894,0.999991,WS
32,0.6530612244897959,2e-06,0.995113,0.999998,WS
33,0.673469387755102,5e-06,0.996067,0.999995,WS
34,0.6938775510204082,3e-06,0.996802,0.9999969999999999,WS
35,0.7142857142857142,2e-06,0.997422,0.999998,WS
36,0.7346938775510203,3e-06,0.997914,0.9999969999999999,WS
37,0.7551020408163265,2e-06,0.99834,0.999998,WS
38,0.7755102040816326,0.0,0.998732,1.0,WS
39,0.7959183673469387,0.0,0.999002,1.0,WS
40,0.8163265306122448,0.0,0.999205,1.0,WS
41,0.836734693877551,0.0,0.9994059999999999,1.0,WS
42,0.8571428571428571,0.0,0.999553,1.0,WS
43,0.8775510204081632,0.0,0.999655,1.0,WS
44,0.8979591836734693,1e-06,0.9997469999999999,0.999999,WS
45,0.9183673469387754,0.0,0.999796,1.0,WS
46,0.9387755102040816,0.0,0.999837,1.0,WS
47,0.9591836734693877,0.0,0.999896,1.0,WS
48,0.9795918367346939,0.0,0.9999210000000001,1.0,WS
49,1.0,0.0,0.999943,1.0,WS
0,0.0,0.999,0.001,0.001,BA-NL
1,0.02040816326530612,0.9977590000000001,0.00181,0.002241,BA-NL
2,0.04081632653061224,0.954249,0.013363,0.045751,BA-NL
3,0.061224489795918366,0.804239,0.074678,0.195761,BA-NL
4,0.08163265306122448,0.615371,0.18498699999999998,0.384629,BA-NL
5,0.1020408163265306,0.48271499999999995,0.29247300000000004,0.517285,BA-NL
6,0.12244897959183673,0.34274,0.41449,0.65726,BA-NL
7,0.14285714285714285,0.26524000000000003,0.503589,0.73476,BA-NL
8,0.16326530612244897,0.199594,0.585332,0.800406,BA-NL
9,0.18367346938775508,0.15042599999999998,0.656266,0.8495739999999999,BA-NL
10,0.2040816326530612,0.127733,0.703212,0.872267,BA-NL
11,0.22448979591836732,0.09701800000000001,0.756328,0.902982,BA-NL
12,0.24489795918367346,0.068148,0.80364,0.931852,BA-NL
13,0.26530612244897955,0.05966,0.831229,0.9403400000000001,BA-NL
14,0.2857142857142857,0.039011000000000004,0.866856,0.960989,BA-NL
15,0.3061224489795918,0.038222,0.881864,0.961778,BA-NL
16,0.32653061224489793,0.032081000000000005,0.9000520000000001,0.967919,BA-NL
17,0.3469387755102041,0.024067,0.918994,0.9759329999999999,BA-NL
18,0.36734693877551017,0.017106000000000003,0.933943,0.982894,BA-NL
19,0.3877551020408163,0.016975,0.942023,0.9830249999999999,BA-NL
20,0.4081632653061224,0.009553,0.9559829999999999,0.990447,BA-NL
21,0.42857142857142855,0.006407,0.963861,0.993593,BA-NL
22,0.44897959183673464,0.009603,0.965429,0.9903970000000001,BA-NL
23,0.4693877551020408,0.0077930000000000004,0.9711620000000001,0.992207,BA-NL
24,0.4897959183673469,0.005312,0.977159,0.994688,BA-NL
25,0.5102040816326531,0.002913,0.982094,0.997087,BA-NL
26,0.5306122448979591,0.0024089999999999997,0.98509,0.997591,BA-NL
27,0.5510204081632653,0.003129,0.985998,0.996871,BA-NL
28,0.5714285714285714,0.00099,0.990058,0.99901,BA-NL
29,0.5918367346938775,0.000769,0.9915940000000001,0.999231,BA-NL
30,0.6122448979591836,0.0005759999999999999,0.992889,0.999424,BA-NL
31,0.6326530612244897,0.00047599999999999997,0.99391,0.999524,BA-NL
32,0.6530612244897959,0.001382,0.993839,0.998618,BA-NL
33,0.673469387755102,0.0003,0.995544,0.9997,BA-NL
34,0.6938775510204082,0.000273,0.99636,0.9997269999999999,BA-NL
35,0.7142857142857142,0.000219,0.99683,0.9997809999999999,BA-NL
36,0.7346938775510203,0.001175,0.996396,0.9988250000000001,BA-NL
37,0.7551020408163265,0.000128,0.997777,0.999872,BA-NL
38,0.7755102040816326,0.000111,0.998048,0.999889,BA-NL
39,0.7959183673469387,8.599999999999999e-05,0.998428,0.999914,BA-NL
40,0.8163265306122448,7.4e-05,0.9986090000000001,0.9999260000000001,BA-NL
41,0.836734693877551,5e-05,0.998814,0.99995,BA-NL
42,0.8571428571428571,4.2999999999999995e-05,0.998996,0.999957,BA-NL
43,0.8775510204081632,5.1e-05,0.999141,0.999949,BA-NL
44,0.8979591836734693,2.9999999999999997e-05,0.9993350000000001,0.99997,BA-NL
45,0.9183673469387754,2.8e-05,0.999359,0.999972,BA-NL
46,0.9387755102040816,1.9e-05,0.99946,0.999981,BA-NL
47,0.9591836734693877,1.4e-05,0.9996079999999999,0.999986,BA-NL
48,0.9795918367346939,1e-05,0.9996470000000001,0.99999,BA-NL
49,1.0,1.3e-05,0.9997039999999999,0.999987,BA-NL
